transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit
8661,31,1759,2017-12-12,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,154562.1504
8662,20,2690,2017-07-15,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,42404.0,2806614.4307
8663,1,3201,2017-10-01,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,1340089.87
8664,47,2600,2017-06-04,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0,2635114.3940000003
8665,91,1599,2017-07-12,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,7552.341
8666,3,1392,2017-08-17,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41009.0,813414.5124
8667,10,2990,2017-10-03,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,648178.3674
8668,2,2537,2017-01-29,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,37659.0,3833.2937999999995
8669,4,1827,2017-11-22,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,764962.9924000001
8670,94,3105,2017-05-09,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,1624932.1979999999
8671,40,3295,2017-12-11,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,42295.0,1134165.2044
8672,32,88,2017-10-17,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,36145.0,834024.6
8673,91,2453,2017-11-04,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,330050.9935
8674,77,1474,2017-03-21,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38193.0,986170.481
8675,35,1858,2017-09-11,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167.0,1340089.87
8676,79,1092,2017-04-03,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,1272479.9958
8677,6,911,2017-01-04,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,31158.032399999996
8678,31,1511,2017-07-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,39988.993800000004
8679,2,2202,2017-08-02,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0,3833.2937999999995
8680,16,1496,2017-03-16,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,33888.0,2458162.4912
8681,14,1288,2017-04-29,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,1711762.7436
8682,72,411,2017-05-29,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,129030.32800000001
8683,59,3135,2017-05-17,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,778739.1848
8684,0,3013,2017-05-13,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,3833.2937999999995
8685,67,364,2017-06-20,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,205019.80199999997
8686,82,406,2017-09-15,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,1276823.0535
8687,59,2367,2017-04-29,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,40487.0,778739.1848
8688,73,1901,2017-08-25,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,648178.3674
8689,28,1722,2017-02-17,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,1316301.2904
8690,83,1773,2017-07-24,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,34079.0,1406722.0182
8691,10,2187,2017-10-28,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,532771.51
8692,18,1310,2017-12-10,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,791619.7152
8693,13,2587,2017-09-08,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,685845.4603
8694,46,3116,2017-10-04,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,96106.7235
8695,12,2683,2017-03-23,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560.0,198953.84
8696,45,1098,2017-01-15,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,41009.0,37522.2351
8697,51,867,2017-03-12,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,2413611.2440000004
8698,2,1196,2017-01-31,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,3833.2937999999995
8699,66,807,2017-04-04,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,310081.2858
8700,59,1032,2017-11-30,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34143.0,778739.1848
8701,9,2888,2017-11-06,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42404.0,1316301.2904
8702,19,3396,2017-04-24,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,35160.0,86.5921
8703,42,80,2017-07-01,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,2915729.0
8704,93,613,2017-04-16,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,1275752.933
8705,0,2814,2017-01-13,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499.0,205019.80199999997
8706,13,1162,2017-07-17,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,37838.0,685845.4603
8707,32,1899,2017-04-18,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,33888.0,135847.499
8708,0,5034,2017-10-07,0.0,Approved,Solex,Road,medium,medium,416.98,312.7350159,42218.0,130404.24692998201
8709,73,232,2017-08-08,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,648178.3674
8710,0,629,2017-08-23,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,130406.3252
8711,76,565,2017-03-16,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38193.0,330050.9935
8712,2,2194,2017-05-20,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41167.0,3833.2937999999995
8713,97,1877,2017-10-11,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701.0,495571.19599999994
8714,2,2768,2017-12-07,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,3833.2937999999995
8715,6,684,2017-09-26,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,31158.032399999996
8716,30,324,2017-01-06,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,33888.0,335853.513
8717,3,972,2017-03-14,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40487.0,813414.5124
8718,94,444,2017-10-17,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38002.0,1624932.1979999999
8719,13,957,2017-08-29,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,35160.0,685845.4603
8720,90,2017,2017-05-17,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367.0,105421.7341
8721,79,1888,2017-06-14,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,1272479.9958
8722,45,3317,2017-03-16,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,37220.0,37522.2351
8723,66,3344,2017-11-27,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,42710.0,310081.2858
8724,26,607,2017-01-12,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1519868.2059
8725,8,2641,2017-06-19,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,2582757.7776
8726,22,1794,2017-05-02,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,2730.9884
8727,54,1982,2017-11-10,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42710.0,1407443.2405
8728,44,2598,2017-06-11,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,192466.04640000002
8729,97,1141,2017-08-19,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,42560.0,495571.19599999994
8730,35,3023,2017-08-20,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,1340089.87
8731,26,224,2017-04-26,1.0,Cancelled,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1519868.2059
8732,91,1358,2017-04-16,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,330050.9935
8733,51,2300,2017-11-22,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,33259.0,2413611.2440000004
8734,92,3485,2017-12-05,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42145.0,491766.0546
8735,25,32,2017-08-14,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,1276823.0535
8736,0,613,2017-10-31,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,31158.032399999996
8737,74,1086,2017-10-16,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,42226.0,492345.5437
8738,34,396,2017-01-19,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560.0,198953.84
8739,74,3486,2017-06-24,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,492345.5437
8740,23,3122,2017-08-09,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37874.0,456733.106
8741,73,2555,2017-05-27,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,648178.3674
8742,0,710,2017-10-22,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,36334.0,86.5921
8743,95,3147,2017-07-11,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,42458.0,300972.59079999995
8744,0,1894,2017-11-24,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,40784.0,3833.2937999999995
8745,19,349,2017-01-17,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,264167.7544
8746,19,2468,2017-08-21,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,264167.7544
8747,0,608,2017-08-20,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,37698.0,39988.993800000004
8748,60,2921,2017-06-30,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,3479856.996
8749,35,1063,2017-06-10,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40618.0,163279.544
8750,41,1075,2017-10-24,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,718000.3859999999
8751,30,2568,2017-10-19,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,335853.513
8752,62,2428,2017-11-01,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,42105.0,142835.95520000003
8753,67,977,2017-02-09,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,407860.1102
8754,39,3258,2017-03-23,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39427.0,1055890.62
8755,58,614,2017-02-07,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42172.0,129030.32800000001
8756,24,2539,2017-11-20,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,42696.0,1459182.684
8757,91,444,2017-04-10,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,42458.0,7552.341
8758,63,117,2017-12-19,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,38216.0,147711.888
8759,22,668,2017-04-19,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,2730.9884
8760,28,3301,2017-03-18,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,39031.0,1316301.2904
8761,82,903,2017-05-02,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,791619.7152
8762,86,2838,2017-12-15,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,359939.58160000003
8763,13,799,2017-07-01,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,685845.4603
8764,28,243,2017-08-10,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,37838.0,2582757.7776
8765,35,1544,2017-02-04,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35560.0,163279.544
8766,77,1953,2017-08-12,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,192466.04640000002
8767,0,1953,2017-04-11,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,7552.341
8768,74,2773,2017-03-31,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,42226.0,492345.5437
8769,83,1629,2017-12-04,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1406722.0182
8770,77,283,2017-06-25,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,36833.0,986170.481
8771,98,2174,2017-10-10,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,80790.6372
8772,62,204,2017-07-09,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,142835.95520000003
8773,79,1830,2017-08-23,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1406722.0182
8774,74,2733,2017-04-30,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,34527.0,492345.5437
8775,8,1812,2017-12-08,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,2582757.7776
8776,20,2544,2017-03-07,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,35160.0,2806614.4307
8777,12,502,2017-03-06,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,198953.84
8778,6,2049,2017-08-08,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,335853.513
8779,58,76,2017-11-13,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,42295.0,1062005.0628
8780,85,613,2017-12-27,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,492345.5437
8781,48,1547,2017-12-03,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41009.0,1675728.7392
8782,68,2696,2017-02-09,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,37499.0,73185.799
8783,1,269,2017-04-24,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38573.0,1340089.87
8784,38,1578,2017-07-09,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784.0,813414.5124
8785,92,3330,2017-06-10,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,38002.0,1782006.9936
8786,75,1983,2017-12-28,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,35455.0,1619016.3815000001
8787,34,610,2017-11-14,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,359939.58160000003
8788,4,3268,2017-07-24,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698.0,764962.9924000001
8789,34,215,2017-04-02,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,35378.0,198953.84
8790,98,356,2017-04-30,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,80790.6372
8791,61,420,2017-08-02,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,306091.71300000005
8792,46,1905,2017-01-31,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,96106.7235
8793,25,2093,2017-02-20,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,2413611.2440000004
8794,59,1337,2017-07-16,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,778739.1848
8795,12,2399,2017-04-08,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,35455.0,1252445.044
8796,79,622,2017-03-15,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,1272479.9958
8797,70,1990,2017-12-20,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,213900.34649999999
8798,71,3032,2017-07-05,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,42458.0,2037808.79
8799,60,140,2017-12-27,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,3479856.996
8800,48,981,2017-12-05,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,1675728.7392
8801,23,900,2017-09-22,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,36334.0,422047.5544
8802,33,871,2017-03-10,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698.0,1530686.5392000002
8803,24,3003,2017-07-30,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,33552.0,1459182.684
8804,25,2877,2017-11-19,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42696.0,1276823.0535
8805,9,304,2017-05-15,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,37838.0,495571.19599999994
8806,82,2023,2017-06-15,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,1276823.0535
8807,7,2822,2017-10-02,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,229828.1391
8808,12,2097,2017-11-22,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,198953.84
8809,6,1450,2017-08-31,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,31158.032399999996
8810,0,1242,2017-06-28,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42404.0,2730.9884
8811,87,3003,2017-08-21,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,37626.0,834024.6
8812,46,2805,2017-10-28,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,446241.2526
8813,3,1567,2017-10-24,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,813414.5124
8814,48,980,2017-02-23,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,1675728.7392
8815,52,338,2017-12-20,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,1062005.0628
8816,66,1827,2017-06-22,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,310081.2858
8817,43,3056,2017-12-11,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,748186.5004
8818,33,2099,2017-02-14,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39427.0,2915729.0
8819,90,3274,2017-04-12,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37539.0,105421.7341
8820,24,357,2017-02-08,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,1459182.684
8821,74,505,2017-11-17,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,1675728.7392
8822,72,2404,2017-04-27,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,97416.12
8823,42,2540,2017-10-28,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,40672.0,2915729.0
8824,58,1825,2017-11-20,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,129030.32800000001
8825,5,2639,2017-01-16,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,41701.0,264167.7544
8826,47,514,2017-08-10,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,35470.0,2635114.3940000003
8827,33,187,2017-03-22,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,1530686.5392000002
8828,1,644,2017-03-24,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,1340089.87
8829,30,2537,2017-06-09,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,37698.0,335853.513
8830,32,3364,2017-09-01,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,33888.0,135847.499
8831,16,2339,2017-11-05,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,39880.0,2458162.4912
8832,39,989,2017-11-10,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40618.0,1055890.62
8833,95,1519,2017-07-18,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,1002075.6888
8834,26,1330,2017-08-19,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1519868.2059
8835,32,270,2017-08-27,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37698.0,135847.499
8836,97,547,2017-03-13,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,30790.1352
8837,86,2025,2017-08-14,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36145.0,29470.244099999996
8838,12,1437,2017-06-23,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,198953.84
8839,67,977,2017-06-05,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,34244.0,407860.1102
8840,72,1621,2017-02-15,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,97416.12
8841,38,2365,2017-04-27,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,38750.0,1303844.3203
8842,0,1772,2017-01-14,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,33879.0,205019.80199999997
8843,26,570,2017-11-02,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1519868.2059
8844,0,1110,2017-05-05,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,42172.0,37522.2351
8845,96,1746,2017-01-29,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,1624932.1979999999
8846,83,422,2017-08-19,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1406722.0182
8847,97,2821,2017-08-11,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,30790.1352
8848,29,255,2017-03-30,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,221453.1606
8849,78,1767,2017-11-20,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,41533.0,1252445.044
8850,0,1497,2017-05-10,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,147441.9996
8851,24,2380,2017-02-04,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,34115.0,1459182.684
8852,84,2685,2017-10-26,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,62523.9868
8853,84,3264,2017-02-24,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38482.0,62523.9868
8854,11,1761,2017-11-10,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,975270.4528000001
8855,79,522,2017-02-24,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206.0,1272479.9958
8856,28,1970,2017-12-20,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,1316301.2904
8857,1,2247,2017-06-16,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,35455.0,1619016.3815000001
8858,68,3433,2017-01-22,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,73185.799
8859,32,2634,2017-06-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,834024.6
8860,61,610,2017-04-04,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,36146.0,4051.1387999999997
8861,61,771,2017-03-30,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,38647.0,4051.1387999999997
8862,85,1946,2017-10-03,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,154562.1504
8863,28,960,2017-03-07,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37698.0,1316301.2904
8864,31,857,2017-03-18,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36334.0,154562.1504
8865,17,1821,2017-11-14,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37626.0,78699.0426
8866,36,19,2017-09-19,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,96106.7235
8867,61,84,2017-12-02,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,36146.0,4051.1387999999997
8868,3,1915,2017-10-30,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,813414.5124
8869,40,2465,2017-06-13,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,1275752.933
8870,47,2253,2017-05-17,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37823.0,2635114.3940000003
8871,37,682,2017-04-05,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36498.0,446241.2526
8872,10,2097,2017-05-22,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,532771.51
8873,47,109,2017-06-21,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41064.0,2635114.3940000003
8874,92,1938,2017-03-20,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,42458.0,1782006.9936
8875,56,831,2017-03-05,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,25354.294
8876,32,2012,2017-12-17,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,834024.6
8877,19,495,2017-01-03,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,40303.0,86.5921
8878,0,2867,2017-07-14,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,3833.2937999999995
8879,14,239,2017-03-18,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,1711762.7436
8880,58,2295,2017-08-30,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,34170.0,129030.32800000001
8881,71,2374,2017-12-16,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,2037808.79
8882,88,1217,2017-08-16,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,2458162.4912
8883,25,385,2017-10-13,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,40672.0,2413611.2440000004
8884,91,2370,2017-12-10,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,330050.9935
8885,15,978,2017-05-29,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,17375.7696
8886,58,1691,2017-01-01,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,39915.0,1062005.0628
8887,7,875,2017-04-26,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,42226.0,229828.1391
8888,79,622,2017-04-08,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,1272479.9958
8889,35,1873,2017-08-31,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,38750.0,163279.544
8890,0,770,2017-10-05,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,36146.0,25354.294
8891,77,1688,2017-06-22,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,986170.481
8892,73,1743,2017-06-19,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,648178.3674
8893,64,776,2017-11-14,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,3479856.996
8894,35,1838,2017-04-23,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,39526.0,163279.544
